STATION,NAME,LATITUDE,LONGITUDE,ZIPCODE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN,TSUN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",41.50917,-74.265,12549,111.3,6/3/2020,0.6,67,81,53,,,,,,,,,,,
USC00308910,"WALES, NY US",42.7392,-78.5878,14139,345.9,6/3/2020,0.66,64,73,55,,,,,,,,,,,
USC00306196,"OLEAN, NY US",42.0737,-78.4518,14760,432.8,6/3/2020,0.92,63,75,51,,,,,,,,,,,
USC00303025,"FRANKLINVILLE, NY US",42.32943,-78.46352,14737,481,6/3/2020,1.2,60,70,50,,,,,,,,,,,
USC00301625,"COLDEN 1 W, NY US",42.6472,-78.7111,14033,467.9,6/3/2020,1.22,61.5,71,52,,,,,,,,,,,
USC00300023,"ADDISON, NY US",42.1013,-77.2344,14801,304.5,6/3/2020,0,62.5,91,34,,,,,,,,,,,
USC00305426,"MOHONK LAKE, NY US",41.7681,-74.155,12561,379.5,6/3/2020,0,67,79,55,,,,,,,,,,,
USC00302151,"MOLLOY CERCOM, NY US",40.7211,-73.0908,11796,1.5,6/3/2020,0,65,68,62,,,,,,,,,,,
USW00014743,"CANTON 4 SE, NY US",44.5772,-75.1097,13617,136.6,6/3/2020,0,58,64,52,,,,,,,,,,,
USC00306164,"OGDENSBURG 4 NE, NY US",44.7281,-75.4442,13669,85.3,6/3/2020,0,57,64,50,,,,,,,,,,,
USC00305512,"MORRISVILLE 6 SW, NY US",42.8416,-75.7263,13061,512.4,6/3/2020,0,57,62,52,,,,,,,,,,,
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.93997,-78.73615,14225,218.2,6/4/2020,0,64,80,52,,,,,,,,,,,
USW00004725,"BINGHAMTON GREATER AP, NY US",42.2068,-75.98,13790,486.2,6/4/2020,0.13,67,81,57,,,,,,,,,,,
USW00014750,"GLENS FALLS AIRPORT, NY US",43.33845,-73.61028,12804,97.8,6/4/2020,0,68,87,47,,,,,,,,,,,
USR0000NSCH,"SCHROON LAKE NEW YORK, NY US",43.8,-73.7,12870,249.9,6/4/2020,0,69,86,53,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",43.11722,-77.67541,14624,164.3,6/4/2020,0,70,86,57,,,,,,,,,,,
USR0000NGAN,"GANG MILLS NEW YORK, NY US",42.1,-77.1,14830,335.3,6/4/2020,0,70,86,57,,,,,,,,,,,
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,13460,335.3,6/4/2020,0,70,85,52,,,,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,13211,125.9,6/4/2020,0,72,88,57,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",40.79388,-73.10189,11779,25.6,6/4/2020,0,72,84,61,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,11096,3.4,6/4/2020,0.1,72,83,63,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,12110,85.3,6/4/2020,0,74,90,59,,,,,,,,,,,
USR0000NSAR,"SARA NEW YORK, NY US",43.0078,-73.6511,12170,114.3,6/4/2020,0,74,89,58,,,,,,,,,,,
USR0000NSTO,"STONYKILL NEW YORK, NY US",41.5,-73.9,12524,61,6/4/2020,0,74,88,63,,,,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,11371,3.4,6/4/2020,0.14,77,88,69,,,,,,,,,,,
USC00307484,"SARATOGA SPRINGS 4 SW, NY US",43.04121,-73.82109,12866,99.4,6/4/2020,0,72.5,87,58,,,,,,,,,,,
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",41.62574,-73.88156,12590,50.6,6/4/2020,0,72,87,57,,,,,,,,,,,
USW00064756,"MILLBROOK 3 W, NY US",41.7857,-73.7422,12545,125.9,6/4/2020,0,72,87,57,,,,,,,,,,,
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",40.73417,-73.41694,11735,24.7,6/4/2020,0,75,85,65,,,,,,,,,,,
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",40.82167,-72.86889,11967,25,6/4/2020,0,73,85,61,,,,,,,,,,,
USC00300055,"ALBION, NY US",43.26338,-78.21527,14411,143.9,6/4/2020,0,72.5,85,60,,,,,,,,,,,
USC00309049,"WEBSTER 2 NE, NY US",43.2419,-77.3882,14580,83.8,6/4/2020,0,71.5,85,58,,,,,,,,,,,
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",42.15944,-76.89194,14844,291.1,6/4/2020,0,69.5,85,54,,,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",43.23389,-75.41167,13440,158.2,6/4/2020,0,69.5,85,54,,1,,1,,,,,,,
USW00094745,"WESTCHESTER CO AIRPORT, NY US",41.06236,-73.70463,10604,111.9,6/4/2020,0,73,84,62,,,,,,,,,,,
USC00300443,"BATAVIA, NY US",43.02966,-78.16822,14020,278.3,6/4/2020,0,70.5,83,58,,,,,,,,,,,
USC00304844,"LOCKPORT 4 E, NY US",43.18769,-78.60912,14067,185.9,6/4/2020,0,69.5,83,56,,,,,,,,,,,
USW00064758,"ITHACA 13 E, NY US",42.4401,-76.2462,13053,374.3,6/4/2020,0,67,83,51,,,,,,,,,,,
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",42.49333,-79.27222,14048,203,6/4/2020,0,70,82,58,,,,,,,,,,,
USC00301752,"COOPERSTOWN, NY US",42.7166,-74.9266,13326,383.1,6/4/2020,0,69,82,56,,,,,,,,,,,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,14304,178.3,6/4/2020,0,68,82,54,,,,,,,,,,,
USC00306747,"PORTLAND1 SW, NY US",42.3717,-79.4866,14769,246.3,6/4/2020,0,71.5,81,62,,,,,,,,,,,
USC00306867,"PULASKI, NY US",43.5696,-76.1163,13142,121.6,6/4/2020,0,65,81,49,,1,,1,,,,,1,,
USC00306538,"PERU 2 WSW, NY US",44.56551,-73.57042,12972,155.4,6/4/2020,0,65,81,49,,,,,,,,,,,
USC00306314,"OSWEGO, NY US",43.44991,-76.53685,13126,98.8,6/4/2020,0,68,80,56,,,,,,,,,,,
USC00302031,"DELANSON 2 NE, NY US",42.7672,-74.1711,12053,299.9,6/4/2020,0,67,80,54,,,,,,,,,,,
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",40.84361,-72.63222,11978,20.4,6/4/2020,0,66.5,80,53,,,,,,,,,,,
USC00305142,"MATTITUCK, NY US",40.98849,-72.51034,11952,6.1,6/4/2020,0,69,79,59,,,,,,,,,,,
USC00301068,"BUSKIRK, NY US",42.9361,-73.43257,12028,152.1,6/4/2020,0,67,79,55,,,,,,,,,,,
USW00094790,"WATERTOWN AIRPORT, NY US",43.98867,-76.02623,13634,96.9,6/4/2020,0,64.5,79,50,,,,,,,,,,,
USC00306525,"PERRYSBURG, NY US",42.4647,-79.003,14129,368.8,6/4/2020,0,68.5,78,59,,,,,,,,,,,
USC00300085,"ALFRED, NY US",42.27985,-77.76643,14803,586.4,6/4/2020,0,66.5,78,55,,,,,,,,,,,
USC00300063,"ALCOVE DAM, NY US",42.4697,-73.9267,12046,185,6/4/2020,0,66,78,54,,,,,,,,,,,
USC00300093,"ALLEGANY STATE PARK, NY US",42.1003,-78.7497,14779,457.2,6/4/2020,0,65.5,78,53,,,,,,,,,,,
USC00300183,"ANGELICA, NY US",42.3108,-78.023,14709,449.6,6/4/2020,0,64,78,50,,,,,,,,,,,
USW00094725,"MASSENA INTERNATIONAL AIRPORT, NY US",44.93583,-74.84583,13662,65.2,6/4/2020,0,63,78,48,,,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",44.65,-73.46667,12903,71.3,6/4/2020,0,62,78,46,,,,,,,,,,,
USW00054780,"MONTAUK AIRPORT, NY US",41.07306,-71.92333,11954,2.1,6/4/2020,0,70,77,63,,1,,,,,,,,,
USC00302197,"DUNKIRK, NY US",42.4718,-79.33371,14048,192.3,6/4/2020,0,66.5,76,57,,,,,,,,,,,
USC00303025,"FRANKLINVILLE, NY US",42.32943,-78.46352,14737,481,6/4/2020,0,65,76,54,,,,,,,,,,,
USC00304808,"LITTLE VALLEY, NY US",42.2473,-78.8125,14755,495.3,6/4/2020,0,66.5,75,58,,,,,,,,,,,
USC00301595,"COBLESKILL 2 ESE, NY US",42.66717,-74.44239,12043,356.3,6/4/2020,0,63.5,75,52,,,,,,,,,,,
USC00303087,"FULTON, NY US",43.3049,-76.3938,13069,109.7,6/4/2020,0,65,74,56,,,,,,,,,,,
USC00301708,"CONKLINGVILLE DAM, NY US",43.3203,-73.9256,12835,246.3,6/4/2020,0,64,72,56,,,,,,,,,,,
USC00307842,"SODUS 1 W, NY US",43.2359,-77.0841,14551,135.3,6/4/2020,0,61,72,50,,,,,,,,,,,
USC00302366,"EAST JEWETT, NY US",42.23432,-74.14436,12424,606.9,6/4/2020,0,60.5,72,49,,,,,,,,,,,
USC00308578,"TRENTON FALLS, NY US",43.2761,-75.1566,13438,243.8,6/4/2020,0,63,71,55,,,,,,,,,,,
USC00304912,"LOWVILLE, NY US",43.7929,-75.4829,13367,263,6/4/2020,0,61,70,52,,,,,,,,,,,
USC00303322,"GLOVERSVILLE 7 NW PECK LAKE, NY US",43.115,-74.4236,12078,443.5,6/4/2020,0,60.5,68,53,,,,,,,,,,,
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",41.50917,-74.265,12549,111.3,6/4/2020,0.01,69.5,83,56,,,,,,,,,,,
USC00309072,"WELLSVILLE, NY US",42.1173,-77.9475,14895,460.2,6/4/2020,0.01,65.5,79,52,,,,,,,,,,,
USW00054757,"WELLSVILLE MUNICIPAL AIRPORT, NY US",42.10944,-77.99194,14895,647.4,6/4/2020,0.01,67,77,57,,,,,,,,,,,
USC00306184,"OLD FORGE, NY US",43.7026,-74.9838,13420,532.8,6/4/2020,0.01,64,77,51,,,,,,,,,,,
USC00306085,"NORWICH, NY US",42.5117,-75.5197,13815,301.4,6/4/2020,0.01,64.5,76,53,,,,,,,,,,,
USC00302574,"ELLENBURG DEPOT, NY US",44.913,-73.8223,12935,289.6,6/4/2020,0.01,63.5,76,51,,,,,,,,,,,
USC00301625,"COLDEN 1 W, NY US",42.6472,-78.7111,14033,467.9,6/4/2020,0.01,65.5,74,57,,1,,,,,,,,,
USC00305512,"MORRISVILLE 6 SW, NY US",42.8416,-75.7263,13061,512.4,6/4/2020,0.01,62,71,53,,,,,,,,,,,
USC00300785,"BOONVILLE 4 SSW, NY US",43.4361,-75.3697,13309,472.4,6/4/2020,0.01,59.5,67,52,,,,,,,,,,,
USC00304996,"MALONE, NY US",44.8418,-74.306,12953,267.6,6/4/2020,0.01,57,62,52,,,,,,,,,,,
USW00054778,"PENN YAN AIRPORT, NY US",42.6425,-77.05639,14527,275.2,6/4/2020,0.02,73,86,60,,,,,,,,,,,
USC00309442,"WHITNEY POINT DAM, NY US",42.3419,-75.9653,13862,317,6/4/2020,0.02,65,76,54,,,,,,,,,,,
USC00307705,"SHERBURNE, NY US",42.6773,-75.5066,13460,333.8,6/4/2020,0.02,63.5,76,51,,,,,,,,,,,
USC00305113,"EMMONS, NY US",42.4694,-75.0105,13820,373.4,6/4/2020,0.02,62.5,71,54,,,,,,,,,,,
USC00309000,"WATERTOWN, NY US",43.9761,-75.8753,13601,151.5,6/4/2020,0.02,62.5,70,55,,,,,,,,,,,
USC00304102,"INDIAN LAKE 2 SW, NY US",43.75477,-74.27558,12842,509,6/4/2020,0.02,57.5,68,47,,,,,,,,,,,
USC00304207,"JAMESTOWN 4 ENE, NY US",42.11,-79.1591,14733,381,6/4/2020,0.03,67.5,80,55,,,,,,,,,,,
USC00301787,"CORNING, NY US",42.1341,-77.0691,14830,349.6,6/4/2020,0.03,65.5,78,53,,,,,,,,,,,
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",44.38528,-74.20667,12983,506.9,6/4/2020,0.03,65,77,53,,,,,,,,,,,
USC00300870,"BREWERTON LOCK 23, NY US",43.2386,-76.1964,13029,114.9,6/4/2020,0.03,62,73,51,,,,,,,,,,,
USC00305714,"NEWCOMB, NY US",43.9707,-74.222,12852,502,6/4/2020,0.03,59,67,51,,1,,1,,,,,,,
USC00301664,"COLTON 2 N, NY US",44.5842,-74.9573,13676,176.8,6/4/2020,0.03,61,65,57,,,,,,,,,,,
USC00300023,"ADDISON, NY US",42.1013,-77.2344,14801,304.5,6/4/2020,0.04,67.5,82,53,,,,,,,,,,,
USC00306196,"OLEAN, NY US",42.0737,-78.4518,14760,432.8,6/4/2020,0.04,67.5,80,55,,,,1,,,,,,,
USC00303773,"HEMLOCK, NY US",42.7743,-77.6083,14466,274.9,6/4/2020,0.05,69,83,55,,1,,1,,,,,,,
USC00303983,"HORNELL ALMOND DAM, NY US",42.3488,-77.7044,14843,403.9,6/4/2020,0.05,65.5,79,52,,,,,,,,,,,
USC00303955,"HONEOYE, NY US",42.79148,-77.51331,14471,243.8,6/4/2020,0.05,65.5,77,54,,,,,,,,,,,
USC00300331,"AURORA RESEARCH FARM, NY US",42.7338,-76.6591,13026,253,6/4/2020,0.05,66,74,58,,,,,,,,,,,
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",44.2307,-74.4382,12986,512.1,6/4/2020,0.05,54.5,63,46,,,,,,,,,,,
USC00302454,"EAST SIDNEY, NY US",42.33278,-75.22982,13775,352,6/4/2020,0.06,65.5,78,53,,,,1,,,,,,,
USC00302036,"DELHI 2 SE, NY US",42.2533,-74.905,13753,445,6/4/2020,0.06,64.5,75,54,,,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",42.44915,-76.44905,14850,292.6,6/4/2020,0.06,64.5,75,54,,1,,1,,,,,1,,
USC00309389,"WHITEHALL, NY US",43.5575,-73.4011,12832,36.3,6/4/2020,0.06,64,72,56,,,,,,,,,,,
USC00305233,"MECKLENBURG 4 SW, NY US",42.4422,-76.7586,14818,460.2,6/4/2020,0.07,64.5,77,52,,,,,,,,,,,
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",42.57083,-77.71333,14437,208.8,6/4/2020,0.08,72,87,57,,,,,,,,,,,
USC00300343,"AVON, NY US",42.9203,-77.7557,14414,166.1,6/4/2020,0.08,65.5,76,55,,,,,,,,,,,
USC00300889,"BRIDGEHAMPTON, NY US",40.952,-72.2977,11932,12.8,6/4/2020,0.1,69.5,79,60,,1,,1,,,,,,,
USC00301110,"CAMDEN, NY US",43.3305,-75.8416,13316,176.8,6/4/2020,0.1,60.5,72,49,,,,1,,1,,,,,
USC00300668,"BIG MOOSE 3 SE, NY US",43.8176,-74.87263,13331,591.3,6/4/2020,0.1,61.5,71,52,,,,,,,,,,,
USC00303851,"HIGHMARKET 2 W, NY US",43.60514,-75.55438,13325,549.9,6/4/2020,0.1,56,66,46,,,,,,,,,,,
USC00309047,"WAVERLY, NY US",42.00193,-76.52497,14892,243.8,6/4/2020,0.11,70.5,83,58,,,,,,,,,,,
USC00302610,"ELMIRA, NY US",42.0997,-76.8358,14905,288.6,6/4/2020,0.11,68,82,54,,,,,,,,,,,
USC00308910,"WALES, NY US",42.7392,-78.5878,14139,345.9,6/4/2020,0.11,65,75,55,,,,,,,,,,,
USC00302169,"DOWNSVILLE DAM, NY US",42.0772,-74.9827,13775,365.8,6/4/2020,0.12,68,83,53,,,,,,,,,,,
USC00301152,"CANANDAIGUA 3 S, NY US",42.84505,-77.28071,14424,219.5,6/4/2020,0.12,68,80,56,,,,,,,,,,,
USC00300321,"AUBURN, NY US",42.9327,-76.5447,13021,234.7,6/4/2020,0.14,65.5,76,55,,,,1,,,,,,,
USC00301102,"CALLICOON CENTER, NY US",41.82737,-74.95065,12766,372.2,6/4/2020,0.14,65,76,54,,1,,,,,,,,,
USC00308721,"UPTON COOP NWSFO NEW YORK, NY US",40.8656,-72.8643,11973,24.4,6/4/2020,0.15,67,77,57,,,,,,,,,,,
USC00303050,"FREEVILLE 1 NE, NY US",42.5178,-76.3351,13068,317.6,6/4/2020,0.15,63.5,75,52,,,,,,,,,,,
USC00308248,"STILLWATER RESERVOIR, NY US",43.89131,-75.03612,13420,515.1,6/4/2020,0.15,61.5,71,52,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,10024,42.7,6/4/2020,0.16,75,84,66,,,,1,,,,,,,
USC00303184,"GENEVA RESEARCH FARM, NY US",42.8766,-77.0307,14456,218.8,6/4/2020,0.16,67,76,58,,1,,1,,,,,,,
USC00306276,"ORIENT POINT STATE PARK, NY US",41.1321,-72.2584,11957,0.9,6/4/2020,0.17,69.5,77,62,,1,,,,,,,,,
USC00308932,"WALTON 2, NY US",42.1847,-75.1455,13856,451.1,6/4/2020,0.18,63,76,50,,,,,,,,,,,
USC00301211,"CARMEL 4 N, NY US",41.4725,-73.655,10512,207.3,6/4/2020,0.23,65.5,74,57,,,,1,,,,,,,
USC00300364,"BAITING HOLLOW, NY US",40.93446,-72.74079,11933,21.3,6/4/2020,0.24,70.5,82,59,,1,,1,,,,,,,
USC00304555,"LAKE PLACID 2 S, NY US",44.3042,-73.9839,12946,575.5,6/4/2020,0.24,54.5,58,51,,,,,,,,,,,
USC00308962,"WARSAW 6 SW, NY US",42.6855,-78.2202,14569,554.7,6/4/2020,0.25,64,72,56,,,,,,,,,,,
USC00300937,"BROCKPORT, NY US",43.216,-77.9529,14420,151.8,6/4/2020,0.27,71,79,63,,,,,,,,,,,
USC00306047,"NORTH TONAWANDA, NY US",43.05734,-78.86171,14120,176.2,6/4/2020,0.27,63.5,73,54,,,,,,,,,,,
USC00303346,"GOUVERNEUR 3 NW, NY US",44.354,-75.5123,13642,128,6/4/2020,0.29,58.5,67,50,,,,,,,,,,,
USC00308577,"SYOSSET, NY US",40.8216,-73.4908,11791,80.8,6/4/2020,0.3,70,78,62,,1,,1,,,,,,,
USC00305606,"MOUNT SINAI, NY US",40.933,-73.0191,11766,15.2,6/4/2020,0.31,77.5,84,71,,1,,1,,,,,,,
USC00306774,"PORT JERVIS, NY US",41.3891,-74.6905,12771,176.8,6/4/2020,0.32,68.5,80,57,,1,,1,,,,,,,
USC00307134,"RIVERHEAD RESEARCH FARM, NY US",40.96245,-72.71612,11901,30.5,6/4/2020,0.4,71.5,83,60,Total Sunshine,Fog,Heavy Fog,Thunder,Ice Pellets,Hail,Glaze / Rime,Dust,Smoke,Drifting Snow,Tornado
USC00307210,"ROCK HILL 3 SW, NY US",41.5916,-74.6143,12775,387.1,6/4/2020,0.4,66.5,77,56,,,,,,,,,,,
USC00301309,"CENTERPORT, NY US",40.88345,-73.37309,11721,9.1,6/4/2020,0.42,71,79,63,,,,,,,,,,,
USC00307742,"SHRUB OAK, NY US",41.3325,-73.837,10588,140.8,6/4/2020,0.42,67.5,79,56,,,,,,,,,,,
USC00301974,"DANSVILLE, NY US",42.56477,-77.71762,14437,201.2,6/4/2020,0.44,69,82,56,,,,,,,,,,,
USC00305597,"MOUNT MORRIS 2 W, NY US",42.7313,-77.9054,14510,268.2,6/4/2020,0.7,68,78,58,,,,,,,,,,,
USC00309593,"WYOMING 3 W, NY US",42.82025,-78.14782,14591,475.2,6/4/2020,0.73,64.5,74,55,,,,,,,,,,,
USC00304731,"LIBERTY 1 NE, NY US",41.8017,-74.74,12754,481.6,6/4/2020,0.81,64.5,74,55,,,,,,,,,,,
USC00308455,"THERESA 4 NW, NY US",44.27543,-75.83689,13691,110,6/4/2020,0.95,65.5,74,57,,,,,,,,,,,
USC00305426,"MOHONK LAKE, NY US",41.7681,-74.155,12561,379.5,6/4/2020,0,73.5,86,61,,,,,,,,,,,
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",43.34972,-76.38472,13069,144.8,6/4/2020,0,68.5,85,52,,,,,,,,,,,
USW00014743,"CANTON 4 SE, NY US",44.5772,-75.1097,13617,136.6,6/4/2020,0,66,76,56,,,,,,,,,,,
USC00306164,"OGDENSBURG 4 NE, NY US",44.7281,-75.4442,13669,85.3,6/4/2020,0,62,68,56,,,,,,,,,,,
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.93997,-78.73615,14225,218.2,6/5/2020,0,69,77,60,,,,,,,,,,,
USW00004725,"BINGHAMTON GREATER AP, NY US",42.2068,-75.98,13790,486.2,6/5/2020,0,70,81,63,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",40.79388,-73.10189,11779,25.6,6/5/2020,0.33,70,79,65,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,11096,3.4,6/5/2020,0.79,70,78,64,,,,,,,,,,,
USR0000NGAN,"GANG MILLS NEW YORK, NY US",42.1,-77.1,14830,335.3,6/5/2020,0,73,86,62,,,,,,,,,,,
USW00014750,"GLENS FALLS AIRPORT, NY US",43.33845,-73.61028,12804,97.8,6/5/2020,0,74,85,64,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",43.11722,-77.67541,14624,164.3,6/5/2020,0,74,85,64,,,,,,,,,,,
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,13460,335.3,6/5/2020,0,74,85,65,,,,,,,,,,,
USR0000NSTO,"STONYKILL NEW YORK, NY US",41.5,-73.9,12524,61,6/5/2020,0,74,82,67,,,,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,11371,3.4,6/5/2020,0.27,75,83,69,,,,,,,,,,,
USR0000NSAR,"SARA NEW YORK, NY US",43.0078,-73.6511,12170,114.3,6/5/2020,0,75,89,65,,,,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,13211,125.9,6/5/2020,0,77,88,70,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,12110,85.3,6/5/2020,0.07,77,85,71,,,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",44.65,-73.46667,12903,71.3,6/5/2020,0,71.5,90,53,,,,,,,,,,,
USC00309389,"WHITEHALL, NY US",43.5575,-73.4011,12832,36.3,6/5/2020,0,73.5,89,58,,,,,,,,,,,
USC00300321,"AUBURN, NY US",42.9327,-76.5447,13021,234.7,6/5/2020,0,72.5,89,56,,,,,,,,,,,
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",42.57083,-77.71333,14437,208.8,6/5/2020,0,75.5,88,63,,,,,,,,,,,
USC00302031,"DELANSON 2 NE, NY US",42.7672,-74.1711,12053,299.9,6/5/2020,0,73,87,59,,,,,,,,,,,
USC00300085,"ALFRED, NY US",42.27985,-77.76643,14803,586.4,6/5/2020,0,72.5,87,58,,,,,,,,,,,
USC00303773,"HEMLOCK, NY US",42.7743,-77.6083,14466,274.9,6/5/2020,0,74,86,62,,1,,,,,,,,,
USC00300937,"BROCKPORT, NY US",43.216,-77.9529,14420,151.8,6/5/2020,0,73.5,86,61,,,,,,,,,,,
USC00303955,"HONEOYE, NY US",42.79148,-77.51331,14471,243.8,6/5/2020,0,71.5,86,57,,,,,,,,,,,
USC00306047,"NORTH TONAWANDA, NY US",43.05734,-78.86171,14120,176.2,6/5/2020,0,71,86,56,,,,,,,,,,,
USC00307842,"SODUS 1 W, NY US",43.2359,-77.0841,14551,135.3,6/5/2020,0,70.5,86,55,,,,,,,,,,,
USC00300870,"BREWERTON LOCK 23, NY US",43.2386,-76.1964,13029,114.9,6/5/2020,0,69.5,86,53,,1,,,,,,,,,
USC00300055,"ALBION, NY US",43.26338,-78.21527,14411,143.9,6/5/2020,0,75.5,85,66,,,,,,,,,,,
USC00303184,"GENEVA RESEARCH FARM, NY US",42.8766,-77.0307,14456,218.8,6/5/2020,0,74,85,63,,,,,,,,,,,
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",42.15944,-76.89194,14844,291.1,6/5/2020,0,73.5,85,62,,,,,,,,,,,
USC00301068,"BUSKIRK, NY US",42.9361,-73.43257,12028,152.1,6/5/2020,0,73.5,85,62,,,,,,,,,,,
USC00300331,"AURORA RESEARCH FARM, NY US",42.7338,-76.6591,13026,253,6/5/2020,0,73.5,85,62,,,,,,,,,,,
USC00302610,"ELMIRA, NY US",42.0997,-76.8358,14905,288.6,6/5/2020,0,70.5,85,56,,,,,,,,,,,
USW00094725,"MASSENA INTERNATIONAL AIRPORT, NY US",44.93583,-74.84583,13662,65.2,6/5/2020,0,68.5,85,52,,,,,,,,,,,
USC00307520,"SCHOHARIE, NY US",42.665,-74.3036,12157,223.7,6/5/2020,0,75,84,66,,,,,,,,,,,
USC00302197,"DUNKIRK, NY US",42.4718,-79.33371,14048,192.3,6/5/2020,0,73.5,84,63,,,,,,,,,,,
USC00300063,"ALCOVE DAM, NY US",42.4697,-73.9267,12046,185,6/5/2020,0,73,84,62,,,,,,,,,,,
USC00303087,"FULTON, NY US",43.3049,-76.3938,13069,109.7,6/5/2020,0,71.5,84,59,,,,,,,,,,,
USC00307705,"SHERBURNE, NY US",42.6773,-75.5066,13460,333.8,6/5/2020,0,68.5,84,53,,,,,,,,,,,
USC00301110,"CAMDEN, NY US",43.3305,-75.8416,13316,176.8,6/5/2020,0,67.5,84,51,,,,,,,,,,,
USC00300443,"BATAVIA, NY US",43.02966,-78.16822,14020,278.3,6/5/2020,0,73.5,83,64,,,,,,,,,,,
USC00304844,"LOCKPORT 4 E, NY US",43.18769,-78.60912,14067,185.9,6/5/2020,0,73.5,83,64,,1,,,,,,,,,
USC00309049,"WEBSTER 2 NE, NY US",43.2419,-77.3882,14580,83.8,6/5/2020,0,73,83,63,,,,,,,,,,,
USC00303050,"FREEVILLE 1 NE, NY US",42.5178,-76.3351,13068,317.6,6/5/2020,0,72.5,83,62,,,,,,,,,,,
USC00308910,"WALES, NY US",42.7392,-78.5878,14139,345.9,6/5/2020,0,71,83,59,,,,,,,,,,,
USC00306525,"PERRYSBURG, NY US",42.4647,-79.003,14129,368.8,6/5/2020,0,71,83,59,,,,,,,,,,,
USC00304912,"LOWVILLE, NY US",43.7929,-75.4829,13367,263,6/5/2020,0,68.5,83,54,,,,,,,,,,,
USC00301966,"DANNEMORA, NY US",44.7192,-73.7205,12918,408.4,6/5/2020,0,68.5,83,54,,,,,,,,,,,
USC00303983,"HORNELL ALMOND DAM, NY US",42.3488,-77.7044,14843,403.9,6/5/2020,0,67.5,83,52,,,,,,,,,,,
USC00306314,"OSWEGO, NY US",43.44991,-76.53685,13126,98.8,6/5/2020,0,74.5,82,67,,,,,,,,,,,
USC00302169,"DOWNSVILLE DAM, NY US",42.0772,-74.9827,13775,365.8,6/5/2020,0,70.5,82,59,,,,,,,,,,,
USC00300183,"ANGELICA, NY US",42.3108,-78.023,14709,449.6,6/5/2020,0,70.5,82,59,,,,,,,,,,,
USC00301102,"CALLICOON CENTER, NY US",41.82737,-74.95065,12766,372.2,6/5/2020,0,70,82,58,,,,,,,,,,,
USC00305113,"EMMONS, NY US",42.4694,-75.0105,13820,373.4,6/5/2020,0,69.5,82,57,,,,,,,,,,,
USC00301787,"CORNING, NY US",42.1341,-77.0691,14830,349.6,6/5/2020,0,68.5,82,55,,,,,,,,,,,
